sprite,surface,pelvis_x,hip_y,thigh_root,thigh,knee,calf,ankle,source_hash,evidence
class_cleric_model_down,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,ca033be2,1/5 contour landmarks visible; covered anatomy inferred
npc_calder_model_down_right,EXPOSED,103.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,318da711,1/5 contour landmarks visible; source row spans
npc_cassia_model_down,ARMOR,96.0,78,13.859799999999998,14.703439999999999,11.11111111111111,11.11111111111111,5.0,e33dd440,3/5 contour landmarks visible; source row spans
npc_cassia_model_down_left,ARMOR,95.0,78,13.859799999999998,14.703439999999999,10.2442,10.2442,10.0,1ea69bd6,2/5 contour landmarks visible; source row spans
npc_cassia_model_left,ARMOR,92.0,78,13.859799999999998,14.703439999999999,10.2442,12.0,9.0,937b999a,2/5 contour landmarks visible; source row spans
npc_cassia_model_up_left,ARMOR,97.0,78,13.859799999999998,14.703439999999999,10.2442,12.0,9.0,aadad46,2/5 contour landmarks visible; source row spans
npc_cassia_model_up,ARMOR,95.0,78,13.859799999999998,14.703439999999999,10.2442,10.2442,5.0,b62b63d3,2/5 contour landmarks visible; source row spans
npc_cassia_model_up_right,ARMOR,99.0,78,13.859799999999998,14.703439999999999,10.2442,12.0,10.0,a954fa3,2/5 contour landmarks visible; source row spans
npc_cassia_model_right,ARMOR,100.0,78,13.859799999999998,14.703439999999999,10.2442,12.0,10.0,1e10672a,2/5 contour landmarks visible; source row spans
npc_cassia_model_down_right,ARMOR,100.0,78,13.859799999999998,14.703439999999999,10.2442,12.0,10.2442,f2336c37,2/5 contour landmarks visible; source row spans
npc_citizen_man_model_down,EXPOSED,96.0,78,13.0,14.0,12.0,12.0,10.0,7dd2d198,3/5 contour landmarks visible; source row spans
npc_citizen_man_model_left,EXPOSED,103.0,78,13.0,14.0,12.0,12.0,6.215949999999999,79f1bae8,2/5 contour landmarks visible; source row spans
npc_citizen_man_model_up,EXPOSED,96.0,78,13.0,14.0,12.0,12.0,10.0,11eb4b73,3/5 contour landmarks visible; source row spans
npc_citizen_man_model_right,EXPOSED,91.0,79,13.0,14.0,12.0,12.0,6.168500000000001,a284b1cc,2/5 contour landmarks visible; source row spans
npc_citizen_woman_model_down,HIDDEN_BY_ROBE,96.0,78,10.913499999999999,11.5778,8.0665,9.49,6.666666666666666,8bd048ad,1/5 contour landmarks visible; covered anatomy inferred
npc_citizen_woman_model_left,HIDDEN_BY_ROBE,99.0,79,10.913499999999999,11.5778,8.0665,9.49,8.0665,c1cb4041,1/5 contour landmarks visible; covered anatomy inferred
npc_citizen_woman_model_up,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.666666666666666,b6aab88a,1/5 contour landmarks visible; covered anatomy inferred
npc_citizen_woman_model_right,HIDDEN_BY_ROBE,94.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,a204b7f1,1/5 contour landmarks visible; covered anatomy inferred
npc_elowen_model_down,EXPOSED,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,e0474c30,1/5 contour landmarks visible; source row spans
npc_elowen_model_left,EXPOSED,99.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,70904e51,0/5 contour landmarks visible; source row spans
npc_elowen_model_up,EXPOSED,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,ee319898,1/5 contour landmarks visible; source row spans
npc_elowen_model_right,EXPOSED,94.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,aeea375a,0/5 contour landmarks visible; source row spans
npc_garruk_model_down,EXPOSED,105.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,7.777777777777778,587862b8,1/5 contour landmarks visible; source row spans
npc_garruk_model_left,EXPOSED,104.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,6217fa76,1/5 contour landmarks visible; source row spans
npc_garruk_model_up,EXPOSED,88.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,36f3b097,1/5 contour landmarks visible; source row spans
npc_garruk_model_right,EXPOSED,92.0,78,10.997449999999997,11.666859999999998,8.128549999999999,12.0,8.128549999999999,7e8691c6,2/5 contour landmarks visible; source row spans
npc_innkeeper_model_down,EXPOSED,97.0,78,13.0,14.0,12.0,12.0,7.222222222222222,505a20dc,3/5 contour landmarks visible; source row spans
npc_innkeeper_model_left,EXPOSED,94.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,77029dab,1/5 contour landmarks visible; source row spans
npc_innkeeper_model_up,EXPOSED,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,12.0,8.128549999999999,d501233f,2/5 contour landmarks visible; source row spans
npc_innkeeper_model_right,EXPOSED,97.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,b102c5ff,1/5 contour landmarks visible; source row spans
npc_kael_model_down,EXPOSED,99.0,78,10.997449999999997,11.666859999999998,8.128549999999999,12.0,6.111111111111111,ba534d14,2/5 contour landmarks visible; source row spans
npc_kael_model_left,EXPOSED,102.0,78,10.997449999999997,11.666859999999998,8.128549999999999,12.0,6.215949999999999,4013cd7d,1/5 contour landmarks visible; source row spans
npc_kael_model_up,EXPOSED,93.0,78,10.997449999999997,11.666859999999998,8.128549999999999,12.0,8.128549999999999,d3126683,2/5 contour landmarks visible; source row spans
npc_kael_model_right,EXPOSED,90.0,78,10.997449999999997,11.666859999999998,8.128549999999999,12.0,6.215949999999999,90eb09bd,1/5 contour landmarks visible; source row spans
npc_liora_model_down,EXPOSED,94.0,78,10.997449999999997,11.666859999999998,8.128549999999999,10.555555555555555,6.111111111111111,8daceae1,2/5 contour landmarks visible; source row spans
npc_liora_model_left,EXPOSED,98.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,8415b481,1/5 contour landmarks visible; source row spans
npc_liora_model_up,EXPOSED,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,5d9b24cf,1/5 contour landmarks visible; source row spans
npc_liora_model_right,EXPOSED,94.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,45f4a385,1/5 contour landmarks visible; source row spans
npc_lyra_model_down,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,5.0,f072f9c1,1/5 contour landmarks visible; covered anatomy inferred
npc_lyra_model_down_left,HIDDEN_BY_ROBE,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.0,11d0771f,1/5 contour landmarks visible; covered anatomy inferred
npc_lyra_model_left,HIDDEN_BY_ROBE,94.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,b5b738b,1/5 contour landmarks visible; covered anatomy inferred
npc_lyra_model_up_left,HIDDEN_BY_ROBE,94.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,64eb1170,1/5 contour landmarks visible; covered anatomy inferred
npc_lyra_model_up,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,5be2e8a,1/5 contour landmarks visible; covered anatomy inferred
npc_lyra_model_up_right,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,65fb2d97,0/5 contour landmarks visible; covered anatomy inferred
npc_lyra_model_right,HIDDEN_BY_ROBE,97.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,8c9ad137,1/5 contour landmarks visible; covered anatomy inferred
npc_lyra_model_down_right,HIDDEN_BY_ROBE,97.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,5.0,6f5f6cb1,1/5 contour landmarks visible; covered anatomy inferred
npc_maera_model_down,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,42adb83f,1/5 contour landmarks visible; covered anatomy inferred
npc_maera_model_down_left,HIDDEN_BY_ROBE,94.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,b3e3192,0/5 contour landmarks visible; covered anatomy inferred
npc_maera_model_left,HIDDEN_BY_ROBE,91.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,f0111a85,1/5 contour landmarks visible; covered anatomy inferred
npc_maera_model_up_left,HIDDEN_BY_ROBE,94.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,a28ed794,0/5 contour landmarks visible; covered anatomy inferred
npc_maera_model_up,HIDDEN_BY_ROBE,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,6633fe74,1/5 contour landmarks visible; covered anatomy inferred
npc_maera_model_up_right,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,d1a9aca3,0/5 contour landmarks visible; covered anatomy inferred
npc_maera_model_right,HIDDEN_BY_ROBE,100.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,5bfb4efd,1/5 contour landmarks visible; covered anatomy inferred
npc_maera_model_down_right,HIDDEN_BY_ROBE,97.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,99d61588,1/5 contour landmarks visible; covered anatomy inferred
npc_marla_model_down,EXPOSED,97.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,3d7aadf7,1/5 contour landmarks visible; source row spans
npc_marla_model_left,EXPOSED,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,71367dea,0/5 contour landmarks visible; source row spans
npc_marla_model_up,EXPOSED,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,e1c0dbea,1/5 contour landmarks visible; source row spans
npc_marla_model_right,EXPOSED,98.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,9677c5ee,0/5 contour landmarks visible; source row spans
npc_merchant_model_down,EXPOSED,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,8.128549999999999,6.666666666666666,d1f6329e,2/5 contour landmarks visible; source row spans
npc_merchant_model_left,EXPOSED,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,12.0,8.128549999999999,d1270743,2/5 contour landmarks visible; source row spans
npc_merchant_model_up,EXPOSED,96.0,78,10.913499999999999,11.5778,8.0665,12.0,8.0665,e9a06651,2/5 contour landmarks visible; source row spans
npc_merchant_model_right,EXPOSED,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,12.0,6.215949999999999,3c21613d,1/5 contour landmarks visible; source row spans
npc_mira_sunwarden_model_down,EXPOSED,105.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.666666666666666,33420e6e,1/5 contour landmarks visible; source row spans
npc_mira_sunwarden_model_left,EXPOSED,92.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,c6bee7e1,0/5 contour landmarks visible; source row spans
npc_mira_sunwarden_model_up,EXPOSED,89.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,fb3054fa,1/5 contour landmarks visible; source row spans
npc_mira_sunwarden_model_right,EXPOSED,100.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,99a12e9f,1/5 contour landmarks visible; source row spans
npc_nyx_model_down,EXPOSED,99.0,78,10.997449999999997,11.666859999999998,8.128549999999999,12.0,5.0,7fe6b3ed,2/5 contour landmarks visible; source row spans
npc_nyx_model_left,EXPOSED,94.0,78,10.997449999999997,11.666859999999998,8.128549999999999,12.0,8.128549999999999,8638b5e6,2/5 contour landmarks visible; source row spans
npc_nyx_model_up,EXPOSED,90.0,78,10.997449999999997,11.666859999999998,8.128549999999999,10.0,5.0,c5685e,2/5 contour landmarks visible; source row spans
npc_nyx_model_right,EXPOSED,101.0,78,10.997449999999997,11.666859999999998,8.128549999999999,12.0,8.128549999999999,b4d36412,2/5 contour landmarks visible; source row spans
npc_orin_model_down,EXPOSED,101.0,78,10.82955,11.48874,8.00445,9.444444444444445,8.00445,f532d58f,2/5 contour landmarks visible; source row spans
npc_orin_model_left,EXPOSED,104.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,1caba0ab,0/5 contour landmarks visible; source row spans
npc_orin_model_up,EXPOSED,90.0,78,10.997449999999997,11.666859999999998,8.128549999999999,11.666666666666666,8.128549999999999,97149b35,2/5 contour landmarks visible; source row spans
npc_orin_model_right,EXPOSED,89.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,ada57736,1/5 contour landmarks visible; source row spans
npc_quartermaster_model_down,ARMOR,97.0,78,13.859799999999998,14.703439999999999,8.88888888888889,8.88888888888889,5.0,105ca1eb,3/5 contour landmarks visible; source row spans
npc_quartermaster_model_left,ARMOR,95.0,78,13.859799999999998,14.703439999999999,10.2442,12.0,10.2442,4d93ac95,1/5 contour landmarks visible; source row spans
npc_quartermaster_model_up,ARMOR,94.0,78,13.859799999999998,14.703439999999999,10.2442,12.0,8.88888888888889,10c49487,2/5 contour landmarks visible; source row spans
npc_quartermaster_model_right,ARMOR,95.0,79,13.753999999999998,14.591199999999999,10.165999999999999,11.959999999999999,10.165999999999999,3b5795e0,1/5 contour landmarks visible; source row spans
npc_rafiq_model_down,EXPOSED,91.0,78,9.128549999999999,14.444444444444445,8.128549999999999,12.0,5.0,65e7a788,4/5 contour landmarks visible; source row spans
npc_rafiq_model_down_left,EXPOSED,91.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,adce54e0,1/5 contour landmarks visible; source row spans
npc_rafiq_model_left,EXPOSED,91.0,78,15.0,14.0,12.0,12.0,12.0,8de0f56f,5/5 contour landmarks visible; source row spans
npc_rafiq_model_up_left,EXPOSED,98.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,4ccdc401,1/5 contour landmarks visible; source row spans
npc_rafiq_model_up,EXPOSED,99.0,78,9.128549999999999,15.0,8.128549999999999,8.128549999999999,5.0,99dab47,4/5 contour landmarks visible; source row spans
npc_rafiq_model_up_right,EXPOSED,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,36a440e,1/5 contour landmarks visible; source row spans
npc_rafiq_model_right,EXPOSED,100.0,78,15.0,14.0,12.0,12.0,12.0,3d0b6df2,5/5 contour landmarks visible; source row spans
npc_rafiq_model_down_right,EXPOSED,101.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,f9dd6882,1/5 contour landmarks visible; source row spans
npc_regional_desert_artisan_f_model_down,EXPOSED,92.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.666666666666666,f593a085,1/5 contour landmarks visible; source row spans
npc_regional_desert_artisan_f_model_left,EXPOSED,90.0,78,10.913499999999999,11.5778,8.0665,9.49,8.0665,12199221,1/5 contour landmarks visible; source row spans
npc_regional_desert_artisan_f_model_up,EXPOSED,94.0,78,10.82955,11.48874,8.00445,9.417,6.111111111111111,ca7c483f,1/5 contour landmarks visible; source row spans
npc_regional_desert_artisan_f_model_right,EXPOSED,101.0,78,10.913499999999999,11.5778,8.0665,9.49,8.0665,972c7bdb,1/5 contour landmarks visible; source row spans
npc_regional_desert_artisan_m_model_down,EXPOSED,102.0,78,10.913499999999999,11.5778,8.0665,10.555555555555555,7.222222222222222,a9a9ca0,2/5 contour landmarks visible; source row spans
npc_regional_desert_artisan_m_model_left,EXPOSED,99.0,78,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,3d08a5e1,0/5 contour landmarks visible; source row spans
