actor	direction	frames	unique_rendered_frames
npc_citizen_man	up_left	32	32
npc_citizen_man	up	32	32
npc_citizen_man	up_right	32	32
npc_citizen_man	right	32	32
npc_citizen_man	down_right	32	32
npc_citizen_woman	down	32	32
npc_citizen_woman	down_left	32	32
npc_citizen_woman	left	32	32
npc_citizen_woman	up_left	32	32
npc_citizen_woman	up	32	32
npc_citizen_woman	up_right	32	32
npc_citizen_woman	right	32	32
npc_citizen_woman	down_right	32	32
npc_elowen	down	32	32
npc_elowen	down_left	32	32
npc_elowen	left	32	32
npc_elowen	up_left	32	32
npc_elowen	up	32	32
npc_elowen	up_right	32	32
npc_elowen	right	32	32
npc_elowen	down_right	32	32
npc_garruk	down	32	32
npc_garruk	down_left	32	32
npc_garruk	left	32	32
npc_garruk	up_left	32	32
npc_garruk	up	32	32
npc_garruk	up_right	32	32
npc_garruk	right	32	32
npc_garruk	down_right	32	32
npc_innkeeper	down	32	32
npc_innkeeper	down_left	32	32
npc_innkeeper	left	32	32
npc_innkeeper	up_left	32	32
npc_innkeeper	up	32	32
npc_innkeeper	up_right	32	32
npc_innkeeper	right	32	32
npc_innkeeper	down_right	32	32
npc_kael	down	32	32
npc_kael	down_left	32	32
npc_kael	left	32	32
npc_kael	up_left	32	32
npc_kael	up	32	32
npc_kael	up_right	32	32
npc_kael	right	32	32
npc_kael	down_right	32	32
npc_liora	down	32	32
npc_liora	down_left	32	32
npc_liora	left	32	32
npc_liora	up_left	32	32
npc_liora	up	32	32
npc_liora	up_right	32	32
npc_liora	right	32	32
npc_liora	down_right	32	32
npc_marla	down	32	32
npc_marla	down_left	32	32
npc_marla	left	32	32
npc_marla	up_left	32	32
npc_marla	up	32	32
npc_marla	up_right	32	32
npc_marla	right	32	32
npc_marla	down_right	32	32
npc_merchant	down	32	32
npc_merchant	down_left	32	32
npc_merchant	left	32	32
npc_merchant	up_left	32	32
npc_merchant	up	32	32
npc_merchant	up_right	32	32
npc_merchant	right	32	32
npc_merchant	down_right	32	32
npc_mira_sunwarden	down	32	32
npc_mira_sunwarden	down_left	32	32
npc_mira_sunwarden	left	32	32
npc_mira_sunwarden	up_left	32	32
npc_mira_sunwarden	up	32	32
npc_mira_sunwarden	up_right	32	32
npc_mira_sunwarden	right	32	32
npc_mira_sunwarden	down_right	32	32
npc_nyx	down	32	32
npc_nyx	down_left	32	32
npc_nyx	left	32	32
npc_nyx	up_left	32	32
npc_nyx	up	32	32
npc_nyx	up_right	32	32
npc_nyx	right	32	32
npc_nyx	down_right	32	32
npc_orin	down	32	32
npc_orin	down_left	32	32
npc_orin	left	32	32
npc_orin	up_left	32	32
npc_orin	up	32	32
npc_orin	up_right	32	32
npc_orin	right	32	32
npc_orin	down_right	32	32
npc_quartermaster	down	32	32
npc_quartermaster	down_left	32	32
npc_quartermaster	left	32	32
npc_quartermaster	up_left	32	32
npc_quartermaster	up	32	32
npc_quartermaster	up_right	32	32
npc_quartermaster	right	32	32
npc_quartermaster	down_right	32	32
npc_regional_desert_artisan_f	down	32	32
npc_regional_desert_artisan_f	down_left	32	32
npc_regional_desert_artisan_f	left	32	32
npc_regional_desert_artisan_f	up_left	32	32
npc_regional_desert_artisan_f	up	32	32
npc_regional_desert_artisan_f	up_right	32	32
npc_regional_desert_artisan_f	right	32	32
npc_regional_desert_artisan_f	down_right	32	32
npc_regional_desert_artisan_m	down	32	32
npc_regional_desert_artisan_m	down_left	32	32
npc_regional_desert_artisan_m	left	32	32
npc_regional_desert_artisan_m	up_left	32	32
npc_regional_desert_artisan_m	up	32	32
npc_regional_desert_artisan_m	up_right	32	32
npc_regional_desert_artisan_m	right	32	32
npc_regional_desert_artisan_m	down_right	32	32
npc_regional_desert_farmer_f	down	32	32
npc_regional_desert_farmer_f	down_left	32	32
npc_regional_desert_farmer_f	left	32	32
npc_regional_desert_farmer_f	up_left	32	32
npc_regional_desert_farmer_f	up	32	32
npc_regional_desert_farmer_f	up_right	32	32
npc_regional_desert_farmer_f	right	32	32
npc_regional_desert_farmer_f	down_right	32	32
npc_regional_desert_farmer_m	down	32	32
npc_regional_desert_farmer_m	down_left	32	32
npc_regional_desert_farmer_m	left	32	32
npc_regional_desert_farmer_m	up_left	32	32
npc_regional_desert_farmer_m	up	32	32
npc_regional_desert_farmer_m	up_right	32	32
npc_regional_desert_farmer_m	right	32	32
npc_regional_desert_farmer_m	down_right	32	32
npc_regional_desert_guard_f	down	32	32
npc_regional_desert_guard_f	down_left	32	32
npc_regional_desert_guard_f	left	32	32
npc_regional_desert_guard_f	up_left	32	32
npc_regional_desert_guard_f	up	32	32
npc_regional_desert_guard_f	up_right	32	32
npc_regional_desert_guard_f	right	32	32
npc_regional_desert_guard_f	down_right	32	32
npc_regional_desert_guard_m	down	32	32
npc_regional_desert_guard_m	down_left	32	32
npc_regional_desert_guard_m	left	32	32
npc_regional_desert_guard_m	up_left	32	32
npc_regional_desert_guard_m	up	32	32
npc_regional_desert_guard_m	up_right	32	32
npc_regional_desert_guard_m	right	32	32
npc_regional_desert_guard_m	down_right	32	32
npc_regional_desert_healer_f	down	32	32
npc_regional_desert_healer_f	down_left	32	32
npc_regional_desert_healer_f	left	32	32
npc_regional_desert_healer_f	up_left	32	32
npc_regional_desert_healer_f	up	32	32
npc_regional_desert_healer_f	up_right	32	32
npc_regional_desert_healer_f	right	32	32
npc_regional_desert_healer_f	down_right	32	32
npc_regional_desert_healer_m	down	32	32
npc_regional_desert_healer_m	down_left	32	32
npc_regional_desert_healer_m	left	32	32
npc_regional_desert_healer_m	up_left	32	32
npc_regional_desert_healer_m	up	32	32
npc_regional_desert_healer_m	up_right	32	32
npc_regional_desert_healer_m	right	32	32
npc_regional_desert_healer_m	down_right	32	32
npc_regional_desert_miner_f	down	32	32
npc_regional_desert_miner_f	down_left	32	32
npc_regional_desert_miner_f	left	32	32
npc_regional_desert_miner_f	up_left	32	32
npc_regional_desert_miner_f	up	32	32
npc_regional_desert_miner_f	up_right	32	32
npc_regional_desert_miner_f	right	32	32
npc_regional_desert_miner_f	down_right	32	32
npc_regional_desert_miner_m	down	32	32
npc_regional_desert_miner_m	down_left	32	32
npc_regional_desert_miner_m	left	32	32
npc_regional_desert_miner_m	up_left	32	32
npc_regional_desert_miner_m	up	32	32
npc_regional_desert_miner_m	up_right	32	32
npc_regional_desert_miner_m	right	32	32
npc_regional_desert_miner_m	down_right	32	32
npc_regional_desert_noble_f	down	32	32
npc_regional_desert_noble_f	down_left	32	32
npc_regional_desert_noble_f	left	32	32
npc_regional_desert_noble_f	up_left	32	32
npc_regional_desert_noble_f	up	32	32
npc_regional_desert_noble_f	up_right	32	32
npc_regional_desert_noble_f	right	32	32
npc_regional_desert_noble_f	down_right	32	32
npc_regional_desert_noble_m	down	32	32
npc_regional_desert_noble_m	down_left	32	32
npc_regional_desert_noble_m	left	32	32
npc_regional_desert_noble_m	up_left	32	32
npc_regional_desert_noble_m	up	32	32
npc_regional_desert_noble_m	up_right	32	32
npc_regional_desert_noble_m	right	32	32
npc_regional_desert_noble_m	down_right	32	32
npc_regional_desert_scholar_f	down	32	32
npc_regional_desert_scholar_f	down_left	32	32
npc_regional_desert_scholar_f	left	32	32
npc_regional_desert_scholar_f	up_left	32	32
npc_regional_desert_scholar_f	up	32	32
npc_regional_desert_scholar_f	up_right	32	32
npc_regional_desert_scholar_f	right	32	32
npc_regional_desert_scholar_f	down_right	32	32
npc_regional_desert_scholar_m	down	32	32
npc_regional_desert_scholar_m	down_left	32	32
npc_regional_desert_scholar_m	left	32	32
npc_regional_desert_scholar_m	up_left	32	32
npc_regional_desert_scholar_m	up	32	32
npc_regional_desert_scholar_m	up_right	32	32
npc_regional_desert_scholar_m	right	32	32
npc_regional_desert_scholar_m	down_right	32	32
npc_regional_desert_trader_f	down	32	32
npc_regional_desert_trader_f	down_left	32	32
npc_regional_desert_trader_f	left	32	32
npc_regional_desert_trader_f	up_left	32	32
npc_regional_desert_trader_f	up	32	32
npc_regional_desert_trader_f	up_right	32	32
npc_regional_desert_trader_f	right	32	32
npc_regional_desert_trader_f	down_right	32	32
npc_regional_desert_trader_m	down	32	32
npc_regional_desert_trader_m	down_left	32	32
npc_regional_desert_trader_m	left	32	32
npc_regional_desert_trader_m	up_left	32	32
npc_regional_desert_trader_m	up	32	32
npc_regional_desert_trader_m	up_right	32	32
npc_regional_desert_trader_m	right	32	32
npc_regional_desert_trader_m	down_right	32	32
npc_regional_highland_artisan_f	down	32	32
npc_regional_highland_artisan_f	down_left	32	32
npc_regional_highland_artisan_f	left	32	32
npc_regional_highland_artisan_f	up_left	32	32
npc_regional_highland_artisan_f	up	32	32
npc_regional_highland_artisan_f	up_right	32	32
npc_regional_highland_artisan_f	right	32	32
npc_regional_highland_artisan_f	down_right	32	32
npc_regional_highland_artisan_m	down	32	32
npc_regional_highland_artisan_m	down_left	32	32
npc_regional_highland_artisan_m	left	32	32
npc_regional_highland_artisan_m	up_left	32	32
npc_regional_highland_artisan_m	up	32	32
npc_regional_highland_artisan_m	up_right	32	32
npc_regional_highland_artisan_m	right	32	32
npc_regional_highland_artisan_m	down_right	32	32
npc_regional_highland_farmer_f	down	32	32
npc_regional_highland_farmer_f	down_left	32	32
npc_regional_highland_farmer_f	left	32	32
npc_regional_highland_farmer_f	up_left	32	32
npc_regional_highland_farmer_f	up	32	32
npc_regional_highland_farmer_f	up_right	32	32
npc_regional_highland_farmer_f	right	32	32
npc_regional_highland_farmer_f	down_right	32	32
npc_regional_highland_farmer_m	down	32	32
npc_regional_highland_farmer_m	down_left	32	32
npc_regional_highland_farmer_m	left	32	32
npc_regional_highland_farmer_m	up_left	32	32
npc_regional_highland_farmer_m	up	32	32
npc_regional_highland_farmer_m	up_right	32	32
npc_regional_highland_farmer_m	right	32	32
npc_regional_highland_farmer_m	down_right	32	32
npc_regional_highland_guard_f	down	32	32
npc_regional_highland_guard_f	down_left	32	32
npc_regional_highland_guard_f	left	32	32
npc_regional_highland_guard_f	up_left	32	32
npc_regional_highland_guard_f	up	32	32
npc_regional_highland_guard_f	up_right	32	32
npc_regional_highland_guard_f	right	32	32
npc_regional_highland_guard_f	down_right	32	32
npc_regional_highland_guard_m	down	32	32
npc_regional_highland_guard_m	down_left	32	32
npc_regional_highland_guard_m	left	32	32
npc_regional_highland_guard_m	up_left	32	32
npc_regional_highland_guard_m	up	32	32
npc_regional_highland_guard_m	up_right	32	32
npc_regional_highland_guard_m	right	32	32
npc_regional_highland_guard_m	down_right	32	32
npc_regional_highland_healer_f	down	32	32
npc_regional_highland_healer_f	down_left	32	32
npc_regional_highland_healer_f	left	32	32
npc_regional_highland_healer_f	up_left	32	32
npc_regional_highland_healer_f	up	32	32
npc_regional_highland_healer_f	up_right	32	32
npc_regional_highland_healer_f	right	32	32
npc_regional_highland_healer_f	down_right	32	32
npc_regional_highland_healer_m	down	32	32
npc_regional_highland_healer_m	down_left	32	32
npc_regional_highland_healer_m	left	32	32
npc_regional_highland_healer_m	up_left	32	32
npc_regional_highland_healer_m	up	32	32
npc_regional_highland_healer_m	up_right	32	32
npc_regional_highland_healer_m	right	32	32
npc_regional_highland_healer_m	down_right	32	32
npc_regional_highland_miner_f	down	32	32
npc_regional_highland_miner_f	down_left	32	32
npc_regional_highland_miner_f	left	32	32
npc_regional_highland_miner_f	up_left	32	32
npc_regional_highland_miner_f	up	32	32
npc_regional_highland_miner_f	up_right	32	32
npc_regional_highland_miner_f	right	32	32
npc_regional_highland_miner_f	down_right	32	32
npc_regional_highland_miner_m	down	32	32
npc_regional_highland_miner_m	down_left	32	32
npc_regional_highland_miner_m	left	32	32
npc_regional_highland_miner_m	up_left	32	32
npc_regional_highland_miner_m	up	32	32
npc_regional_highland_miner_m	up_right	32	32
npc_regional_highland_miner_m	right	32	32
npc_regional_highland_miner_m	down_right	32	32
npc_regional_highland_noble_f	down	32	32
npc_regional_highland_noble_f	down_left	32	32
npc_regional_highland_noble_f	left	32	32
npc_regional_highland_noble_f	up_left	32	32
npc_regional_highland_noble_f	up	32	32
npc_regional_highland_noble_f	up_right	32	32
npc_regional_highland_noble_f	right	32	32
npc_regional_highland_noble_f	down_right	32	32
npc_regional_highland_noble_m	down	32	32
npc_regional_highland_noble_m	down_left	32	32
npc_regional_highland_noble_m	left	32	32
npc_regional_highland_noble_m	up_left	32	32
npc_regional_highland_noble_m	up	32	32
npc_regional_highland_noble_m	up_right	32	32
npc_regional_highland_noble_m	right	32	32
npc_regional_highland_noble_m	down_right	32	32
npc_regional_highland_scholar_f	down	32	32
npc_regional_highland_scholar_f	down_left	32	32
npc_regional_highland_scholar_f	left	32	32
npc_regional_highland_scholar_f	up_left	32	32
npc_regional_highland_scholar_f	up	32	32
npc_regional_highland_scholar_f	up_right	32	32
npc_regional_highland_scholar_f	right	32	32
npc_regional_highland_scholar_f	down_right	32	32
npc_regional_highland_scholar_m	down	32	32
npc_regional_highland_scholar_m	down_left	32	32
npc_regional_highland_scholar_m	left	32	32
npc_regional_highland_scholar_m	up_left	32	32
npc_regional_highland_scholar_m	up	32	32
npc_regional_highland_scholar_m	up_right	32	32
npc_regional_highland_scholar_m	right	32	32
npc_regional_highland_scholar_m	down_right	32	32
npc_regional_highland_trader_f	down	32	32
npc_regional_highland_trader_f	down_left	32	32
npc_regional_highland_trader_f	left	32	32
npc_regional_highland_trader_f	up_left	32	32
npc_regional_highland_trader_f	up	32	32
npc_regional_highland_trader_f	up_right	32	32
npc_regional_highland_trader_f	right	32	32
npc_regional_highland_trader_f	down_right	32	32
npc_regional_highland_trader_m	down	32	32
npc_regional_highland_trader_m	down_left	32	32
npc_regional_highland_trader_m	left	32	32
npc_regional_highland_trader_m	up_left	32	32
npc_regional_highland_trader_m	up	32	32
npc_regional_highland_trader_m	up_right	32	32
npc_regional_highland_trader_m	right	32	32
npc_regional_highland_trader_m	down_right	32	32
npc_regional_marsh_artisan_f	down	32	32
npc_regional_marsh_artisan_f	down_left	32	32
npc_regional_marsh_artisan_f	left	32	32
npc_regional_marsh_artisan_f	up_left	32	32
npc_regional_marsh_artisan_f	up	32	32
npc_regional_marsh_artisan_f	up_right	32	32
npc_regional_marsh_artisan_f	right	32	32
npc_regional_marsh_artisan_f	down_right	32	32
npc_regional_marsh_artisan_m	down	32	32
npc_regional_marsh_artisan_m	down_left	32	32
npc_regional_marsh_artisan_m	left	32	32
npc_regional_marsh_artisan_m	up_left	32	32
npc_regional_marsh_artisan_m	up	32	32
npc_regional_marsh_artisan_m	up_right	32	32
npc_regional_marsh_artisan_m	right	32	32
npc_regional_marsh_artisan_m	down_right	32	32
npc_regional_marsh_farmer_f	down	32	32
npc_regional_marsh_farmer_f	down_left	32	32
npc_regional_marsh_farmer_f	left	32	32
npc_regional_marsh_farmer_f	up_left	32	32
npc_regional_marsh_farmer_f	up	32	32
npc_regional_marsh_farmer_f	up_right	32	32
npc_regional_marsh_farmer_f	right	32	32
npc_regional_marsh_farmer_f	down_right	32	32
npc_regional_marsh_farmer_m	down	32	32
npc_regional_marsh_farmer_m	down_left	32	32
npc_regional_marsh_farmer_m	left	32	32
npc_regional_marsh_farmer_m	up_left	32	32
npc_regional_marsh_farmer_m	up	32	32
npc_regional_marsh_farmer_m	up_right	32	32
npc_regional_marsh_farmer_m	right	32	32
npc_regional_marsh_farmer_m	down_right	32	32
npc_regional_marsh_guard_f	down	32	32
npc_regional_marsh_guard_f	down_left	32	32
npc_regional_marsh_guard_f	left	32	32
npc_regional_marsh_guard_f	up_left	32	32
npc_regional_marsh_guard_f	up	32	32
npc_regional_marsh_guard_f	up_right	32	32
npc_regional_marsh_guard_f	right	32	32
npc_regional_marsh_guard_f	down_right	32	32
npc_regional_marsh_guard_m	down	32	32
npc_regional_marsh_guard_m	down_left	32	32
npc_regional_marsh_guard_m	left	32	32
npc_regional_marsh_guard_m	up_left	32	32
npc_regional_marsh_guard_m	up	32	32
npc_regional_marsh_guard_m	up_right	32	32
npc_regional_marsh_guard_m	right	32	32
npc_regional_marsh_guard_m	down_right	32	32
npc_regional_marsh_healer_f	down	32	32
npc_regional_marsh_healer_f	down_left	32	32
npc_regional_marsh_healer_f	left	32	32
npc_regional_marsh_healer_f	up_left	32	32
npc_regional_marsh_healer_f	up	32	32
npc_regional_marsh_healer_f	up_right	32	32
npc_regional_marsh_healer_f	right	32	32
npc_regional_marsh_healer_f	down_right	32	32
npc_regional_marsh_healer_m	down	32	32
npc_regional_marsh_healer_m	down_left	32	32
npc_regional_marsh_healer_m	left	32	32
npc_regional_marsh_healer_m	up_left	32	32
npc_regional_marsh_healer_m	up	32	32
npc_regional_marsh_healer_m	up_right	32	32
npc_regional_marsh_healer_m	right	32	32
npc_regional_marsh_healer_m	down_right	32	32
npc_regional_marsh_miner_f	down	32	32
npc_regional_marsh_miner_f	down_left	32	32
npc_regional_marsh_miner_f	left	32	32
npc_regional_marsh_miner_f	up_left	32	32
npc_regional_marsh_miner_f	up	32	32
npc_regional_marsh_miner_f	up_right	32	32
npc_regional_marsh_miner_f	right	32	32
npc_regional_marsh_miner_f	down_right	32	32
npc_regional_marsh_miner_m	down	32	32
npc_regional_marsh_miner_m	down_left	32	32
npc_regional_marsh_miner_m	left	32	32
npc_regional_marsh_miner_m	up_left	32	32
npc_regional_marsh_miner_m	up	32	32
npc_regional_marsh_miner_m	up_right	32	32
npc_regional_marsh_miner_m	right	32	32
npc_regional_marsh_miner_m	down_right	32	32
npc_regional_marsh_noble_f	down	32	32
npc_regional_marsh_noble_f	down_left	32	32
npc_regional_marsh_noble_f	left	32	32
npc_regional_marsh_noble_f	up_left	32	32
npc_regional_marsh_noble_f	up	32	32
npc_regional_marsh_noble_f	up_right	32	32
npc_regional_marsh_noble_f	right	32	32
npc_regional_marsh_noble_f	down_right	32	32
npc_regional_marsh_noble_m	down	32	32
npc_regional_marsh_noble_m	down_left	32	32
npc_regional_marsh_noble_m	left	32	32
npc_regional_marsh_noble_m	up_left	32	32
npc_regional_marsh_noble_m	up	32	32
npc_regional_marsh_noble_m	up_right	32	32
npc_regional_marsh_noble_m	right	32	32
npc_regional_marsh_noble_m	down_right	32	32
npc_regional_marsh_scholar_f	down	32	32
npc_regional_marsh_scholar_f	down_left	32	32
npc_regional_marsh_scholar_f	left	32	32
npc_regional_marsh_scholar_f	up_left	32	32
npc_regional_marsh_scholar_f	up	32	32
npc_regional_marsh_scholar_f	up_right	32	32
npc_regional_marsh_scholar_f	right	32	32
npc_regional_marsh_scholar_f	down_right	32	32
npc_regional_marsh_scholar_m	down	32	32
npc_regional_marsh_scholar_m	down_left	32	32
npc_regional_marsh_scholar_m	left	32	32
npc_regional_marsh_scholar_m	up_left	32	32
npc_regional_marsh_scholar_m	up	32	32
npc_regional_marsh_scholar_m	up_right	32	32
npc_regional_marsh_scholar_m	right	32	32
npc_regional_marsh_scholar_m	down_right	32	32
npc_regional_marsh_trader_f	down	32	32
npc_regional_marsh_trader_f	down_left	32	32
npc_regional_marsh_trader_f	left	32	32
npc_regional_marsh_trader_f	up_left	32	32
npc_regional_marsh_trader_f	up	32	32
npc_regional_marsh_trader_f	up_right	32	32
npc_regional_marsh_trader_f	right	32	32
npc_regional_marsh_trader_f	down_right	32	32
npc_regional_marsh_trader_m	down	32	32
npc_regional_marsh_trader_m	down_left	32	32
npc_regional_marsh_trader_m	left	32	32
npc_regional_marsh_trader_m	up_left	32	32
npc_regional_marsh_trader_m	up	32	32
npc_regional_marsh_trader_m	up_right	32	32
npc_regional_marsh_trader_m	right	32	32
npc_regional_marsh_trader_m	down_right	32	32
npc_regional_north_artisan_f	down	32	32
npc_regional_north_artisan_f	down_left	32	32
npc_regional_north_artisan_f	left	32	32
npc_regional_north_artisan_f	up_left	32	32
npc_regional_north_artisan_f	up	32	32
npc_regional_north_artisan_f	up_right	32	32
npc_regional_north_artisan_f	right	32	32
npc_regional_north_artisan_f	down_right	32	32
npc_regional_north_artisan_m	down	32	32
npc_regional_north_artisan_m	down_left	32	32
npc_regional_north_artisan_m	left	32	32
npc_regional_north_artisan_m	up_left	32	32
npc_regional_north_artisan_m	up	32	32
npc_regional_north_artisan_m	up_right	32	32
npc_regional_north_artisan_m	right	32	32
npc_regional_north_artisan_m	down_right	32	32
npc_regional_north_farmer_f	down	32	32
npc_regional_north_farmer_f	down_left	32	32
npc_regional_north_farmer_f	left	32	32
npc_regional_north_farmer_f	up_left	32	32
npc_regional_north_farmer_f	up	32	32
npc_regional_north_farmer_f	up_right	32	32
npc_regional_north_farmer_f	right	32	32
npc_regional_north_farmer_f	down_right	32	32
npc_regional_north_farmer_m	down	32	32
npc_regional_north_farmer_m	down_left	32	32
npc_regional_north_farmer_m	left	32	32
npc_regional_north_farmer_m	up_left	32	32
npc_regional_north_farmer_m	up	32	32
npc_regional_north_farmer_m	up_right	32	32
npc_regional_north_farmer_m	right	32	32
npc_regional_north_farmer_m	down_right	32	32
npc_regional_north_guard_f	down	32	32
npc_regional_north_guard_f	down_left	32	32
npc_regional_north_guard_f	left	32	32
npc_regional_north_guard_f	up_left	32	32
npc_regional_north_guard_f	up	32	32
npc_regional_north_guard_f	up_right	32	32
npc_regional_north_guard_f	right	32	32
npc_regional_north_guard_f	down_right	32	32
npc_regional_north_guard_m	down	32	32
npc_regional_north_guard_m	down_left	32	32
npc_regional_north_guard_m	left	32	32
npc_regional_north_guard_m	up_left	32	32
npc_regional_north_guard_m	up	32	32
npc_regional_north_guard_m	up_right	32	32
npc_regional_north_guard_m	right	32	32
npc_regional_north_guard_m	down_right	32	32
npc_regional_north_healer_f	down	32	32
npc_regional_north_healer_f	down_left	32	32
npc_regional_north_healer_f	left	32	32
npc_regional_north_healer_f	up_left	32	32
npc_regional_north_healer_f	up	32	32
npc_regional_north_healer_f	up_right	32	32
npc_regional_north_healer_f	right	32	32
npc_regional_north_healer_f	down_right	32	32
npc_regional_north_healer_m	down	32	32
npc_regional_north_healer_m	down_left	32	32
npc_regional_north_healer_m	left	32	32
npc_regional_north_healer_m	up_left	32	32
npc_regional_north_healer_m	up	32	32
npc_regional_north_healer_m	up_right	32	32
npc_regional_north_healer_m	right	32	32
npc_regional_north_healer_m	down_right	32	32
npc_regional_north_miner_f	down	32	32
npc_regional_north_miner_f	down_left	32	32
npc_regional_north_miner_f	left	32	32
npc_regional_north_miner_f	up_left	32	32
npc_regional_north_miner_f	up	32	32
npc_regional_north_miner_f	up_right	32	32
npc_regional_north_miner_f	right	32	32
npc_regional_north_miner_f	down_right	32	32
npc_regional_north_miner_m	down	32	32
npc_regional_north_miner_m	down_left	32	32
npc_regional_north_miner_m	left	32	32
npc_regional_north_miner_m	up_left	32	32
npc_regional_north_miner_m	up	32	32
npc_regional_north_miner_m	up_right	32	32
npc_regional_north_miner_m	right	32	32
npc_regional_north_miner_m	down_right	32	32
npc_regional_north_noble_f	down	32	32
npc_regional_north_noble_f	down_left	32	32
npc_regional_north_noble_f	left	32	32
npc_regional_north_noble_f	up_left	32	32
npc_regional_north_noble_f	up	32	32
npc_regional_north_noble_f	up_right	32	32
npc_regional_north_noble_f	right	32	32
npc_regional_north_noble_f	down_right	32	32
npc_regional_north_noble_m	down	32	32
npc_regional_north_noble_m	down_left	32	32
npc_regional_north_noble_m	left	32	32
npc_regional_north_noble_m	up_left	32	32
npc_regional_north_noble_m	up	32	32
npc_regional_north_noble_m	up_right	32	32
npc_regional_north_noble_m	right	32	32
npc_regional_north_noble_m	down_right	32	32
npc_regional_north_scholar_f	down	32	32
npc_regional_north_scholar_f	down_left	32	32
npc_regional_north_scholar_f	left	32	32
npc_regional_north_scholar_f	up_left	32	32
npc_regional_north_scholar_f	up	32	32
npc_regional_north_scholar_f	up_right	32	32
npc_regional_north_scholar_f	right	32	32
npc_regional_north_scholar_f	down_right	32	32
npc_regional_north_scholar_m	down	32	32
npc_regional_north_scholar_m	down_left	32	32
npc_regional_north_scholar_m	left	32	32
npc_regional_north_scholar_m	up_left	32	32
npc_regional_north_scholar_m	up	32	32
npc_regional_north_scholar_m	up_right	32	32
